"pop2024","pop2020","growth","name","aland_sqmi","intptlat","intptlong","slug","usps","lng","lat","rank","density"
3726,3285,0,"Empire",1.598,37.6431,-120.904,"empire-ca","CA",-120.904,37.6431,707,2332
3715,3480,0,"Desert Edge",2.268,33.9223,-116.44,"desert-edge-ca","CA",-116.44,33.9223,708,1638
3703,3710,0,"Shingle Springs",8.199,38.6659,-120.936,"shingle-springs-ca","CA",-120.936,38.6659,709,452
3701,3197,0,"Felton",4.552,37.0392,-122.08,"felton-ca","CA",-122.08,37.0392,710,813
3698,3675,0,"Hidden Meadows",6.587,33.2236,-117.12,"hidden-meadows-ca","CA",-117.12,33.2236,711,561
3681,3646,0,"Vandenberg AFB",22.034,34.7189,-120.49,"vandenberg-afb-ca","CA",-120.49,34.7189,712,167
3677,3822,-0.01262,"Bishop",1.864,37.3664,-118.396,"bishop-ca","CA",-118.396,37.3664,713,1973
3639,3276,0,"Lake California",6.295,40.3584,-122.209,"lake-california-ca","CA",-122.209,40.3584,714,578
3632,3788,0,"Forestville",5.257,38.4825,-122.89,"forestville-ca","CA",-122.89,38.4825,715,691
3630,3890,0,"Valley Springs",9.872,38.1809,-120.804,"valley-springs-ca","CA",-120.804,38.1809,716,368
3620,3646,0,"Mono Vista",2.836,38.0134,-120.27,"mono-vista-ca","CA",-120.27,38.0134,717,1276
3600,4009,0,"Esparto",4.601,38.6934,-122.024,"esparto-ca","CA",-122.024,38.6934,718,782
3589,3508,0,"Meadow Vista",5.281,39.0017,-121.038,"meadow-vista-ca","CA",-121.038,39.0017,719,680
3582,3308,0,"Weaverville",10.424,40.7488,-122.927,"weaverville-ca","CA",-122.927,40.7488,720,344
3574,3205,0,"Crockett",1.062,38.0519,-122.22,"crockett-ca","CA",-122.22,38.0519,721,3365
3551,3015,0,"Cambrian Park",0.61,37.2563,-121.929,"cambrian-park-ca","CA",-121.929,37.2563,722,5821
3550,3580,0,"Seacliff",0.73,36.9773,-121.919,"seacliff-ca","CA",-121.919,36.9773,723,4863
3514,3621,0,"Lake Isabella",21.714,35.6371,-118.483,"lake-isabella-ca","CA",-118.483,35.6371,724,162
3508,3547,0,"Pine Hills",10.116,40.7329,-124.161,"pine-hills-ca","CA",-124.161,40.7329,725,347
3494,3984,0,"Planada",1.577,37.2892,-120.321,"planada-ca","CA",-120.321,37.2892,726,2216
3491,2963,0,"Idyllwild-Pine Cove",13.723,33.7442,-116.731,"idyllwild--pine-cove-ca","CA",-116.731,33.7442,727,254
3483,3612,0,"Rollingwood",0.17,37.9654,-122.331,"rollingwood-ca","CA",-122.331,37.9654,728,20488
3468,3536,0,"Campo",23.502,32.641,-116.475,"campo-ca","CA",-116.475,32.641,729,148
3458,3509,0,"Mission Hills",1.209,34.6888,-120.44,"mission-hills-ca","CA",-120.44,34.6888,730,2860
3457,3698,0,"Mountain View Acres",1.589,34.4976,-117.347,"mountain-view-acres-ca","CA",-117.347,34.4976,731,2176
3419,3040,0,"Marin City",0.537,37.8712,-122.514,"marin-city-ca","CA",-122.514,37.8712,732,6367
3416,3783,0,"Del Monte Forest",8.044,36.5838,-121.947,"del-monte-forest-ca","CA",-121.947,36.5838,733,425
3409,4208,0,"Meadowbrook",6.718,33.7258,-117.285,"meadowbrook-ca","CA",-117.285,33.7258,734,507
3401,3720,0,"West Menlo Park",0.487,37.4338,-122.203,"west-menlo-park-ca","CA",-122.203,37.4338,735,6984
3396,2893,0,"Palo Cedro",3.679,40.5516,-122.235,"palo-cedro-ca","CA",-122.235,40.5516,736,923
3387,3166,0,"Morongo Valley",25.219,34.0724,-116.563,"morongo-valley-ca","CA",-116.563,34.0724,737,134
3386,2070,0,"Pine Grove",6.966,38.4074,-120.661,"pine-grove-ca","CA",-120.661,38.4074,738,486
3360,3959,0,"Freedom",1.135,36.9402,-121.795,"freedom-ca","CA",-121.795,36.9402,739,2960
3335,3419,0,"Morada",2.981,38.0386,-121.246,"morada-ca","CA",-121.246,38.0386,740,1119
3309,3315,0,"Cutten",1.294,40.7657,-124.145,"cutten-ca","CA",-124.145,40.7657,741,2557
3298,3374,-0.00901,"Rio Dell",2.281,40.4956,-124.115,"rio-dell-ca","CA",-124.115,40.4956,742,1446
3294,3113,0,"San Antonio Heights",2.354,34.1564,-117.659,"san-antonio-heights-ca","CA",-117.659,34.1564,743,1399
3292,3261,0,"Val Verde",2.565,34.4504,-118.672,"val-verde-ca","CA",-118.672,34.4504,744,1283
3285,3473,0,"East Richmond Heights",0.58,37.9451,-122.314,"east-richmond-heights-ca","CA",-122.314,37.9451,745,5664
3275,3259,0,"Desert View Highlands",0.44,34.5903,-118.154,"desert-view-highlands-ca","CA",-118.154,34.5903,746,7443
3273,3435,0,"Humboldt Hill",4.155,40.7223,-124.197,"humboldt-hill-ca","CA",-124.197,40.7223,747,788
3252,3414,0,"Day Valley",18.503,37.0254,-121.856,"day-valley-ca","CA",-121.856,37.0254,748,176
3251,3471,-0.01395,"Monte Sereno",1.64,37.2403,-121.988,"monte-sereno-ca","CA",-121.988,37.2403,749,1982
3235,3968,0,"Coronita",0.598,33.8759,-117.611,"coronita-ca","CA",-117.611,33.8759,750,5410
3228,3427,-0.01944,"Yountville",1.487,38.3935,-122.366,"yountville-ca","CA",-122.366,38.3935,751,2171
3227,2586,0,"Hayfork",72.1,40.5759,-123.124,"hayfork-ca","CA",-123.124,40.5759,752,45
3217,3228,0,"Vine Hill",1.505,38.0071,-122.087,"vine-hill-ca","CA",-122.087,38.0071,753,2138
3205,3021,0,"Lake Nacimiento",10.35,35.731,-120.87,"lake-nacimiento-ca","CA",-120.87,35.731,754,310
3196,2175,0,"Buckhorn",5.87,38.4531,-120.535,"buckhorn-ca","CA",-120.535,38.4531,755,544
3193,3448,-0.01844,"Avalon",2.883,33.3433,-118.318,"avalon-ca","CA",-118.318,33.3433,756,1108
3190,3321,0,"Reliez Valley",2.361,37.9399,-122.103,"reliez-valley-ca","CA",-122.103,37.9399,757,1351
3186,3763,0,"Burney",5.373,40.8894,-121.675,"burney-ca","CA",-121.675,40.8894,758,593
3179,2721,0,"Crest",6.53,32.8,-116.867,"crest-ca","CA",-116.867,32.8,759,487
3170,3391,0,"Tipton",1.01,36.0585,-119.313,"tipton-ca","CA",-119.313,36.0585,760,3139
3168,2932,0,"Kelly Ridge",1.951,39.5288,-121.466,"kelly-ridge-ca","CA",-121.466,39.5288,761,1624
3165,3436,0,"Moss Beach",2.244,37.5184,-122.503,"moss-beach-ca","CA",-122.503,37.5184,762,1410
3161,3494,0,"Agua Dulce",22.85,34.5017,-118.321,"agua-dulce-ca","CA",-118.321,34.5017,763,138
3104,3219,-0.01398,"Mount Shasta",3.766,41.3209,-122.315,"mount-shasta-ca","CA",-122.315,41.3209,764,824
3085,2674,0,"Lucerne",4.978,39.0568,-122.77,"lucerne-ca","CA",-122.77,39.0568,765,620
3072,3368,0,"Arbuckle",1.759,39.0142,-122.061,"arbuckle-ca","CA",-122.061,39.0142,766,1746
3059,3818,0,"Las Lomas",1.037,36.8688,-121.732,"las-lomas-ca","CA",-121.732,36.8688,767,2950
3052,3210,-0.01517,"Carmel-by-the-Sea",1.066,36.553,-121.922,"carmel--by--the--sea-ca","CA",-121.922,36.553,768,2863
3048,3240,0,"Amesti",2.941,36.9595,-121.782,"amesti-ca","CA",-121.782,36.9595,769,1036
3043,2755,0,"Dixon Lane-Meadow Creek",3.36,37.3864,-118.415,"dixon-lane--meadow-creek-ca","CA",-118.415,37.3864,770,906
3038,2801,0,"Pine Mountain Lake",18.972,37.8595,-120.182,"pine-mountain-lake-ca","CA",-120.182,37.8595,771,160
3034,3256,0,"El Verano",1.145,38.2975,-122.492,"el-verano-ca","CA",-122.492,38.2975,772,2650
3033,2657,0,"Rancho Santa Fe",6.715,33.0258,-117.198,"rancho-santa-fe-ca","CA",-117.198,33.0258,773,452
3032,3321,0,"Auberry",19.146,37.0808,-119.497,"auberry-ca","CA",-119.497,37.0808,774,158
3023,3855,0,"Green Acres",1.4,33.735,-117.078,"green-acres-ca","CA",-117.078,33.735,775,2159
3022,2572,0,"Ridgemark",2.57,36.8082,-121.362,"ridgemark-ca","CA",-121.362,36.8082,776,1176
3014,2929,0,"Fairbanks Ranch",5.095,32.9916,-117.187,"fairbanks-ranch-ca","CA",-117.187,32.9916,777,592
2993,3641,0,"Strathmore",1.421,36.1434,-119.061,"strathmore-ca","CA",-119.061,36.1434,778,2106
2992,3147,-0.01966,"Nevada City",2.186,39.2596,-121.033,"nevada-city-ca","CA",-121.033,39.2596,779,1369
2946,1864,0,"Borrego Springs",43.409,33.241,-116.357,"borrego-springs-ca","CA",-116.357,33.241,780,68
2936,3729,0,"San Andreas",8.379,38.1762,-120.669,"san-andreas-ca","CA",-120.669,38.1762,781,350
2917,2957,0,"Winchester",8.008,33.7146,-117.077,"winchester-ca","CA",-117.077,33.7146,782,364
2912,3006,0,"Dogtown",12.967,38.2087,-121.155,"dogtown-ca","CA",-121.155,38.2087,783,225
2858,2962,0,"Bonny Doon",16.688,37.0435,-122.137,"bonny-doon-ca","CA",-122.137,37.0435,784,171
2848,2789,0,"Sutter",3.036,39.1557,-121.749,"sutter-ca","CA",-121.749,39.1557,785,938
2831,2857,0.00354,"Weed",4.782,41.4121,-122.381,"weed-ca","CA",-122.381,41.4121,786,592
2807,2655,0,"Hartley",6.47,38.4204,-121.951,"hartley-ca","CA",-121.951,38.4204,787,434
2788,2879,0,"Weedpatch",3.557,35.2359,-118.91,"weedpatch-ca","CA",-118.91,35.2359,788,784
2778,2366,0,"Sleepy Hollow",2.987,38.012,-122.588,"sleepy-hollow-ca","CA",-122.588,38.012,789,930
2756,2727,0,"Riverdale",3.925,36.4304,-119.867,"riverdale-ca","CA",-119.867,36.4304,790,702
2756,2536,0,"San Miguel",1.68,35.7534,-120.692,"san-miguel-ca","CA",-120.692,35.7534,791,1640
2744,2609,0,"Aromas",4.735,36.8748,-121.631,"aromas-ca","CA",-121.631,36.8748,792,580
2738,2755,0,"Romoland",2.644,33.7648,-117.157,"romoland-ca","CA",-117.157,33.7648,793,1036
2731,3415,0,"Angwin",4.829,38.5779,-122.451,"angwin-ca","CA",-122.451,38.5779,794,566
2723,3509,0,"Pajaro",0.927,36.9016,-121.742,"pajaro-ca","CA",-121.742,36.9016,795,2937
2719,2787,0,"Bayview",0.732,40.7653,-124.179,"bayview-ca","CA",-124.179,40.7653,796,3714
2719,3121,0,"Frazier Park",5.068,34.8142,-118.955,"frazier-park-ca","CA",-118.955,34.8142,797,537
2718,2619,0,"Rose Hills",0.431,34.0091,-118.042,"rose-hills-ca","CA",-118.042,34.0091,798,6306
2717,2654,0.00221,"Sutter Creek",2.699,38.3924,-120.799,"sutter-creek-ca","CA",-120.799,38.3924,799,1007
2711,3184,0,"Casa Conejo",0.472,34.1847,-118.945,"casa-conejo-ca","CA",-118.945,34.1847,800,5744
2708,2699,0,"Channel Islands Beach",0.408,34.1611,-119.225,"channel-islands-beach-ca","CA",-119.225,34.1611,801,6637
2694,2676,0,"Edwards AFB",17.134,34.9024,-117.922,"edwards-afb-ca","CA",-117.922,34.9024,802,157
2666,3067,0,"North Lakeport",3.85,39.0866,-122.909,"north-lakeport-ca","CA",-122.909,39.0866,803,692
2664,2672,0,"East Sonora",2.477,37.9743,-120.338,"east-sonora-ca","CA",-120.338,37.9743,804,1075
2649,2833,0,"Montara",3.878,37.5483,-122.492,"montara-ca","CA",-122.492,37.5483,805,683
2641,2803,0,"Janesville",13.187,40.2764,-120.544,"janesville-ca","CA",-120.544,40.2764,806,200
2610,2580,0,"North Shore",11.179,33.5146,-115.911,"north-shore-ca","CA",-115.911,33.5146,807,233
2605,2909,0,"Loma Rica",18.485,39.3203,-121.404,"loma-rica-ca","CA",-121.404,39.3203,808,141
2604,2701,-0.01026,"Alturas",2.824,41.4891,-120.551,"alturas-ca","CA",-120.551,41.4891,809,922
2602,2160,0,"Weldon",26.663,35.6441,-118.309,"weldon-ca","CA",-118.309,35.6441,810,98
2589,2826,0,"Kings Beach",3.439,39.249,-120.02,"kings-beach-ca","CA",-120.02,39.249,811,753
2587,2656,0,"Lexington Hills",4.718,37.159,-121.989,"lexington-hills-ca","CA",-121.989,37.159,812,548
2546,2969,0,"Georgetown",15.128,38.9114,-120.835,"georgetown-ca","CA",-120.835,38.9114,813,168
2546,2619,0,"Homestead Valley",33.856,34.273,-116.415,"homestead-valley-ca","CA",-116.415,34.273,814,75
2529,2754,0,"Bayview",0.305,38.0062,-122.32,"bayview-ca","CA",-122.32,38.0062,815,8292
2516,2877,0,"Kennedy",1.212,37.929,-121.246,"kennedy-ca","CA",-121.246,37.929,816,2076
2508,2721,0,"Santa Rosa Valley",6.923,34.2453,-118.902,"santa-rosa-valley-ca","CA",-118.902,34.2453,817,362
2500,2649,0,"Mission Canyon",1.509,34.4563,-119.717,"mission-canyon-ca","CA",-119.717,34.4563,818,1657
2500,2725,0,"Parksdale",1.738,36.9465,-120.021,"parksdale-ca","CA",-120.021,36.9465,819,1438
2496,2699,0,"Three Rivers",44.485,36.4319,-118.881,"three-rivers-ca","CA",-118.881,36.4319,820,56
2469,2280,0,"Boron",13.8,35.0198,-117.666,"boron-ca","CA",-117.666,35.0198,821,179
2454,2224,0,"Easton",3.011,36.6524,-119.791,"easton-ca","CA",-119.791,36.6524,822,815
2444,1638,0,"Callender",2.286,35.048,-120.576,"callender-ca","CA",-120.576,35.048,823,1069
2439,2086,0,"Columbia",5.961,38.0296,-120.416,"columbia-ca","CA",-120.416,38.0296,824,409
2430,2553,0,"West Bishop",8.759,37.3628,-118.475,"west-bishop-ca","CA",-118.475,37.3628,825,277
2399,2279,0,"East Quincy",12.111,39.9164,-120.919,"east-quincy-ca","CA",-120.919,39.9164,826,198
2396,2996,0,"Stallion Springs",16.429,35.0936,-118.643,"stallion-springs-ca","CA",-118.643,35.0936,827,146
2389,2407,0,"Nice",1.725,39.1262,-122.855,"nice-ca","CA",-122.855,39.1262,828,1385
2385,2450,0,"China Lake Acres",5.21,35.64,-117.766,"china-lake-acres-ca","CA",-117.766,35.64,829,458
2381,2370,0,"East Oakdale",5.367,37.7874,-120.804,"east-oakdale-ca","CA",-120.804,37.7874,830,444
2370,2120,0,"South Taft",1.076,35.1293,-119.457,"south-taft-ca","CA",-119.457,35.1293,831,2203
2361,2228,0,"Cayucos",3.1,35.4396,-120.89,"cayucos-ca","CA",-120.89,35.4396,832,762
2327,2452,0,"Lakeview",3.26,33.8285,-117.123,"lakeview-ca","CA",-117.123,33.8285,833,714
2320,2164,0,"Bodfish",8.214,35.5734,-118.486,"bodfish-ca","CA",-118.486,35.5734,834,282
2320,2544,0,"La Selva Beach",5.297,36.9274,-121.844,"la-selva-beach-ca","CA",-121.844,36.9274,835,438
2307,2274,0,"Sky Valley",24.319,33.8912,-116.355,"sky-valley-ca","CA",-116.355,33.8912,836,95
2291,2606,0,"South Oroville",2.657,39.4767,-121.544,"south-oroville-ca","CA",-121.544,39.4767,837,862
2271,2088,0,"Chester",7.288,40.3017,-121.233,"chester-ca","CA",-121.233,40.3017,838,312
2269,2072,0,"Vista Santa Rosa",16.073,33.6215,-116.209,"vista-santa-rosa-ca","CA",-116.209,33.6215,839,141
2267,1870,0,"Wofford Heights",6.401,35.715,-118.473,"wofford-heights-ca","CA",-118.473,35.715,840,354
2248,2291,0,"Shingletown",24.545,40.5061,-121.856,"shingletown-ca","CA",-121.856,40.5061,841,92
2222,2037,0,"Bertsch-Oceanview",5.3,41.7517,-124.17,"bertsch--oceanview-ca","CA",-124.17,41.7517,842,419
2222,2342,-0.01725,"Ross",1.556,37.9638,-122.562,"ross-ca","CA",-122.562,37.9638,843,1428
2218,1481,0,"Lewiston",20.017,40.6969,-122.823,"lewiston-ca","CA",-122.823,40.6969,844,111
2195,2490,0,"Montalvin Manor",0.321,37.9976,-122.33,"montalvin-manor-ca","CA",-122.33,37.9976,845,6838
2195,2011,0,"Pine Mountain Club",16.853,34.8409,-119.169,"pine-mountain-club-ca","CA",-119.169,34.8409,846,130
2191,2446,0,"Hamilton City",0.312,39.7422,-122.013,"hamilton-city-ca","CA",-122.013,39.7422,847,7022
2184,2368,0,"Penngrove",4.024,38.3006,-122.671,"penngrove-ca","CA",-122.671,38.3006,848,543
2182,2126,0,"Piru",2.813,34.4069,-118.8,"piru-ca","CA",-118.8,34.4069,849,776
2166,1872,0,"Mountain View",0.287,38.0092,-122.117,"mountain-view-ca-2","CA",-122.117,38.0092,850,7547
2154,2260,0,"Corralitos",8.986,36.9842,-121.789,"corralitos-ca","CA",-121.789,36.9842,851,240
2154,2502,0,"Twain Harte",3.699,38.0369,-120.234,"twain-harte-ca","CA",-120.234,38.0369,852,582
2104,2354,0,"Collierville",6.595,38.2128,-121.265,"collierville-ca","CA",-121.265,38.2128,853,319
2092,2939,0,"Pine Canyon",3.336,36.1721,-121.143,"pine-canyon-ca","CA",-121.143,36.1721,854,627
2090,2091,-0.00807,"San Juan Bautista",0.729,36.8457,-121.538,"san-juan-bautista-ca","CA",-121.538,36.8457,855,2867
2074,2194,0,"Clearlake Oaks",1.978,39.0206,-122.657,"clearlake-oaks-ca","CA",-122.657,39.0206,856,1049
2073,2394,0,"Parkwood",0.699,36.9293,-120.048,"parkwood-ca","CA",-120.048,36.9293,857,2966
2055,1981,0,"Santa Nella",4.56,37.1014,-121.015,"santa-nella-ca","CA",-121.015,37.1014,858,451
2033,1991,0.00296,"Colfax",1.406,39.0938,-120.953,"colfax-ca","CA",-120.953,39.0938,859,1446
2022,1944,0,"Murphys",10.321,38.1413,-120.434,"murphys-ca","CA",-120.434,38.1413,860,196
2010,2126,-0.01711,"Belvedere",0.519,37.8736,-122.471,"belvedere-ca","CA",-122.471,37.8736,861,3873
2002,2065,0,"Camino",2.25,38.7412,-120.682,"camino-ca","CA",-120.682,38.7412,862,890
1993,2015,0,"Bethel Island",5.252,38.0281,-121.63,"bethel-island-ca","CA",-121.63,38.0281,863,379
1972,2063,0,"Soulsbyville",3.01,37.9913,-120.263,"soulsbyville-ca","CA",-120.263,37.9913,864,655
1966,2008,-0.00607,"Westmorland",0.59,33.0389,-115.622,"westmorland-ca","CA",-115.622,33.0389,865,3332
1959,2101,0,"Anza",27.595,33.5616,-116.696,"anza-ca","CA",-116.696,33.5616,866,71
1950,2245,0,"Caruthers",2.023,36.5399,-119.845,"caruthers-ca","CA",-119.845,36.5399,867,964
1946,2271,0,"Cabazon",4.892,33.9127,-116.783,"cabazon-ca","CA",-116.783,33.9127,868,398
1945,1344,0,"Camanche Village",5.437,38.2665,-120.987,"camanche-village-ca","CA",-120.987,38.2665,869,358
1934,2038,0,"San Pasqual",0.255,34.1392,-118.103,"san-pasqual-ca","CA",-118.103,34.1392,870,7584
1924,2331,0,"Woodlands",1.652,35.0289,-120.552,"woodlands-ca","CA",-120.552,35.0289,871,1165
1918,2057,0,"Byron",6.516,37.8756,-121.642,"byron-ca","CA",-121.642,37.8756,872,294
1918,1840,0,"Poplar-Cotton Center",1.283,36.0564,-119.149,"poplar--cotton-center-ca","CA",-119.149,36.0564,873,1495
1907,2094,-0.03394,"Portola",5.407,39.8208,-120.474,"portola-ca","CA",-120.474,39.8208,874,353
1896,2270,0,"Ahwahnee",10.024,37.3652,-119.719,"ahwahnee-ca","CA",-119.719,37.3652,875,189
1885,1740,0,"Boronda",0.574,36.6946,-121.675,"boronda-ca","CA",-121.675,36.6946,876,3284
1876,1445,0,"Warm Springs",1.398,33.7067,-117.334,"warm-springs-ca","CA",-117.334,33.7067,877,1342
1866,2099,0,"Arnold",14.785,38.2423,-120.354,"arnold-ca","CA",-120.354,38.2423,878,126
1845,2043,0,"Linden",7.409,38.0181,-121.102,"linden-ca","CA",-121.102,38.0181,879,249
1837,2098,0,"Richgrove",0.452,35.7966,-119.107,"richgrove-ca","CA",-119.107,35.7966,880,4064
1830,2211,0,"Rainbow",11.042,33.4099,-117.139,"rainbow-ca","CA",-117.139,33.4099,881,166
1830,1836,0,"Woodville",4.352,36.0899,-119.205,"woodville-ca","CA",-119.205,36.0899,882,420
1827,1951,-0.01932,"Biggs",0.895,39.4102,-121.713,"biggs-ca","CA",-121.713,39.4102,883,2041
1815,1361,0,"Garberville",2.68,40.1003,-123.794,"garberville-ca","CA",-123.794,40.1003,884,677
1806,2389,0,"Terra Bella",2.721,35.9567,-119.033,"terra-bella-ca","CA",-119.033,35.9567,885,664
1785,1534,0,"London",0.629,36.481,-119.444,"london-ca","CA",-119.444,36.481,886,2838
1778,1611,0,"Pine Valley",7.164,32.8415,-116.511,"pine-valley-ca","CA",-116.511,32.8415,887,248
1768,1991,0,"Bell Canyon",3.636,34.2081,-118.688,"bell-canyon-ca","CA",-118.688,34.2081,888,486
1764,1632,0,"Elizabeth Lake",6.246,34.6565,-118.38,"elizabeth-lake-ca","CA",-118.38,34.6565,889,282
1756,1847,0,"Seeley",1.324,32.7904,-115.685,"seeley-ca","CA",-115.685,32.7904,890,1326
1754,1742,0,"Lost Hills",5.552,35.6327,-119.678,"lost-hills-ca","CA",-119.678,35.6327,891,316
1752,1429,0,"Allendale",6.136,38.443,-121.983,"allendale-ca","CA",-121.983,38.443,892,286
1748,725,0,"Middletown",1.844,38.7519,-122.622,"middletown-ca","CA",-122.622,38.7519,893,948
1747,1874,0,"Lagunitas-Forest Knolls",4.246,38.018,-122.691,"lagunitas--forest-knolls-ca","CA",-122.691,38.018,894,411
1746,1397,0,"As Hills-Larkin Valley",9.26,36.9635,-121.835,"as-hills--larkin-valley-ca","CA",-121.835,36.9635,895,189
1737,1213,0,"Yosemite Valley",2.059,37.7425,-119.578,"yosemite-valley-ca","CA",-119.578,37.7425,896,844
1716,1647,0,"Searles Valley",10.494,35.7701,-117.397,"searles-valley-ca","CA",-117.397,35.7701,897,164
1693,1915,0,"Temelec",1.588,38.2578,-122.498,"temelec-ca","CA",-122.498,38.2578,898,1066
1692,1918,0,"Toro Canyon",3.579,34.423,-119.561,"toro-canyon-ca","CA",-119.561,34.423,899,473
1686,1551,0,"Forest Ranch",13.934,39.8952,-121.67,"forest-ranch-ca","CA",-121.67,39.8952,900,121
1684,1738,0,"Black Point-Green Point",2.827,38.1106,-122.519,"black-point--green-point-ca","CA",-122.519,38.1106,901,596
1682,1722,-0.00355,"Hidden Hills",1.689,34.1637,-118.661,"hidden-hills-ca","CA",-118.661,34.1637,902,996
1679,1597,0,"Le Grand",1.14,37.2288,-120.254,"le-grand-ca","CA",-120.254,37.2288,903,1473
1671,1743,0,"Graton",1.579,38.4375,-122.866,"graton-ca","CA",-122.866,38.4375,904,1058
1650,1267,0,"Cedar Ridge",7.789,38.0657,-120.274,"cedar-ridge-ca","CA",-120.274,38.0657,905,212
1649,1924,0,"Los Molinos",2.176,40.0271,-122.098,"los-molinos-ca","CA",-122.098,40.0271,906,758
1646,1100,0,"Knightsen",8.357,37.9624,-121.649,"knightsen-ca","CA",-121.649,37.9624,907,197
1645,2003,0,"Patterson Tract",1.446,36.3795,-119.296,"patterson-tract-ca","CA",-119.296,36.3795,908,1138
1639,1702,-0.01443,"Dunsmuir",1.604,41.2315,-122.271,"dunsmuir-ca","CA",-122.271,41.2315,909,1022
1638,1509,0,"Taft Heights",0.296,35.1338,-119.471,"taft-heights-ca","CA",-119.471,35.1338,910,5534
1630,1734,-0.01391,"Rolling Hills",2.991,33.76,-118.347,"rolling-hills-ca","CA",-118.347,33.76,911,545
1628,1739,0,"Saticoy",0.375,34.2819,-119.145,"saticoy-ca","CA",-119.145,34.2819,912,4341
1623,1812,0,"Redwood Valley",2.736,39.2685,-123.203,"redwood-valley-ca","CA",-123.203,39.2685,913,593
1617,1697,0,"Lake Sherwood",3.136,34.1318,-118.885,"lake-sherwood-ca","CA",-118.885,34.1318,914,516
1599,1455,0,"Avila Beach",6.087,35.1994,-120.721,"avila-beach-ca","CA",-120.721,35.1994,915,263
1593,1582,0,"Grayson",0.223,37.565,-121.179,"grayson-ca","CA",-121.179,37.565,916,7143
1586,1583,0,"Green Valley",8.373,38.2638,-122.162,"green-valley-ca","CA",-122.162,38.2638,917,189
1571,1675,0,"Los Ranchos",2.829,35.2127,-120.628,"los-ranchos-ca","CA",-120.628,35.2127,918,555
1569,1672,0,"Leona Valley",18.591,34.6081,-118.301,"leona-valley-ca","CA",-118.301,34.6081,919,84
1563,1373,0,"Big Pine",2.955,37.1655,-118.296,"big-pine-ca","CA",-118.296,37.1655,920,529
1543,1844,0,"Parklawn",0.166,37.6069,-120.979,"parklawn-ca","CA",-120.979,37.6069,921,9295
1536,1576,0,"Sunnyside-Tahoe City",3.383,39.1504,-120.161,"sunnyside--tahoe-city-ca","CA",-120.161,39.1504,922,454
1511,1590,0,"Home Garden",0.495,36.3026,-119.636,"home-garden-ca","CA",-119.636,36.3026,923,3053
1509,948,0,"Littlerock",1.844,34.5251,-117.982,"littlerock-ca","CA",-117.982,34.5251,924,818
1503,1588,-0.01636,"Del Rey Oaks",0.482,36.5825,-121.83,"del-rey-oaks-ca","CA",-121.83,36.5825,925,3118
1501,1360,0,"Newcastle",2.392,38.8667,-121.132,"newcastle-ca","CA",-121.132,38.8667,926,628
1491,1246,0,"Del Rey",1.217,36.6562,-119.599,"del-rey-ca","CA",-119.599,36.6562,927,1225
1490,1544,-0.01974,"Colma",1.903,37.6767,-122.453,"colma-ca","CA",-122.453,37.6767,928,783
1485,1324,0,"Forest Meadows",5.655,38.1664,-120.405,"forest-meadows-ca","CA",-120.405,38.1664,929,263
1476,1167,0,"South Dos Palos",1.535,36.9707,-120.647,"south-dos-palos-ca","CA",-120.647,36.9707,930,962
1469,1497,0,"Inverness",6.4,38.0828,-122.855,"inverness-ca","CA",-122.855,38.0828,931,230
1427,1385,0,"Ladera",0.456,37.3996,-122.199,"ladera-ca","CA",-122.199,37.3996,932,3129
1425,1398,0,"Descanso",19.159,32.8696,-116.628,"descanso-ca","CA",-116.628,32.8696,933,74
1422,1229,0,"La Honda",4.254,37.3177,-122.258,"la-honda-ca","CA",-122.258,37.3177,934,334
1417,1139,0,"Lake Riverside",7.293,33.5187,-116.812,"lake-riverside-ca","CA",-116.812,33.5187,935,194
1397,1120,0,"Sheridan",26.035,38.9697,-121.35,"sheridan-ca","CA",-121.35,38.9697,936,54
1389,1464,0,"Woodacre",1.797,38.0052,-122.638,"woodacre-ca","CA",-122.638,38.0052,937,773
1387,1276,0,"Airport",0.574,37.6316,-120.977,"airport-ca","CA",-120.977,37.6316,938,2416
1382,1404,-0.00576,"Ferndale",1.027,40.5799,-124.262,"ferndale-ca","CA",-124.262,40.5799,939,1346
1377,1318,0,"Julian",7.886,33.0735,-116.589,"julian-ca","CA",-116.589,33.0735,940,175
1376,1639,0,"Shasta",10.936,40.592,-122.478,"shasta-ca","CA",-122.478,40.592,941,126
1374,1382,0,"Grizzly Flats",6.629,38.6357,-120.535,"grizzly-flats-ca","CA",-120.535,38.6357,942,207
1371,1241,0,"Willow Creek",30.31,40.9393,-123.641,"willow-creek-ca","CA",-123.641,40.9393,943,45
1368,1706,0,"Quincy",4.224,39.931,-120.955,"quincy-ca","CA",-120.955,39.931,944,324
1363,1462,-0.01801,"Irwindale",8.82,34.1119,-117.964,"irwindale-ca","CA",-117.964,34.1119,945,155
1359,1352,0,"Covelo",7.095,39.8002,-123.253,"covelo-ca","CA",-123.253,39.8002,946,192
1352,1371,0,"Thermal",9.384,33.6262,-116.131,"thermal-ca","CA",-116.131,33.6262,947,144
1335,1440,0,"Biola",0.531,36.8007,-120.02,"biola-ca","CA",-120.02,36.8007,948,2514
1326,1065,0,"Lower Lake",2.667,38.913,-122.607,"lower-lake-ca","CA",-122.607,38.913,949,497
1323,1484,0,"Lone Pine",19.035,36.5744,-118.081,"lone-pine-ca","CA",-118.081,36.5744,950,70
